time_s,amplitude
150.911,-0.0053644
150.912,-0.00029802
150.913,-0.0044703
150.914,-0.0098348
150.91500000000002,-0.0050664
150.916,-0.0014901
150.917,-0.0050664
150.918,-0.0098348
150.91899999999998,-0.0062585
150.92000000000002,0.0023842
150.921,-0.0017881
150.922,-0.0077486
150.923,-0.0074506
150.924,-0.0056624
150.925,-0.0053644
150.926,-0.0086427
150.92700000000002,-0.010133
150.928,-0.010133
150.929,-0.0068545
150.93,-0.0089407
150.93099999999998,-0.016093
150.93200000000002,-0.016391
150.933,-0.016987
150.934,-0.017881
150.935,-0.019372
150.936,-0.017881
150.937,-0.014305
150.938,-0.012219
150.939,-0.011921
150.94,-0.014007
150.941,-0.013113
150.942,-0.012517
150.94299999999998,-0.011623
150.94400000000002,-0.013411
150.945,-0.017583
150.946,-0.0098348
150.947,-0.0038743
150.94799999999998,-0.0077486
150.949,-0.010133
150.95,-0.0089407
150.951,-0.0068545
150.952,-0.0056624
150.953,-0.0077486
150.954,-0.0095367
150.95499999999998,-0.0059605
150.95600000000002,-0.0074506
150.957,-0.015497
150.958,-0.017881
150.959,-0.017285
150.95999999999998,-0.013411
150.961,-0.0092387
150.962,-0.012517
150.963,-0.016689
150.964,-0.016391
150.965,-0.014007
150.966,-0.018477
150.96699999999998,-0.02265
150.96800000000002,-0.020564
150.969,-0.017285
150.97,-0.0092387
150.971,-0.0098348
150.97199999999998,-0.018477
150.973,-0.022054
150.974,-0.024736
150.975,-0.02265
150.976,-0.017583
150.977,-0.019073
150.978,-0.020862
150.97899999999998,-0.018179
150.98000000000002,-0.020862
150.981,-0.02414
150.982,-0.026524
150.983,-0.031292
150.98399999999998,-0.031292
150.985,-0.0301
150.986,-0.029802
150.987,-0.033677
150.988,-0.038743
150.989,-0.036657
150.99,-0.033081
150.99099999999999,-0.032485
150.99200000000002,-0.033975
150.993,-0.030994
150.994,-0.026524
150.995,-0.027418
150.99599999999998,-0.034273
150.997,-0.041723
150.998,-0.038445
150.999,-0.033081
151.0,-0.031292
151.001,-0.030696
151.002,-0.03159
151.003,-0.025034
151.00400000000002,-0.021756
151.005,-0.022948
151.006,-0.019968
151.007,-0.018179
151.00799999999998,-0.019372
151.00900000000001,-0.022948
151.01,-0.023842
151.011,-0.023842
151.012,-0.018477
151.013,-0.012815
151.014,-0.015497
151.015,-0.011921
151.01600000000002,-0.0065565
151.017,-0.0038743
151.018,-0.0011921
151.019,-0.0059605
151.01999999999998,-0.0047684
151.02100000000002,-0.00089407
151.022,-0.0056624
151.023,-0.010431
151.024,-0.011027
151.025,-0.0035763
151.026,0.0038743
151.027,0.0026822
151.02800000000002,-0.0035763
151.029,-0.0017881
151.03,0.0074506
151.031,0.0035763
151.03199999999998,-0.0068545
151.03300000000002,-0.0077486
151.034,-0.0023842
151.035,0.0020862
151.036,-0.0059605
151.037,-0.011027
151.038,-0.0017881
151.039,0.0047684
151.04000000000002,0.0083447
151.041,0.010133
151.042,0.014901
151.043,0.022948
151.04399999999998,0.017583
151.04500000000002,0.0074506
151.046,0.0059605
151.047,0.0071526
151.048,0.012219
151.049,0.012815
151.05,0.0080466
151.051,0.0068545
151.05200000000002,0.0068545
151.053,0.0044703
151.054,0.00029802
151.055,0.0020862
151.05599999999998,0.0077486
151.05700000000002,0.011027
151.058,0.010729
151.059,0.0092387
151.06,0.014901
151.061,0.020564
151.062,0.017583
151.063,0.017285
151.064,0.02116
151.065,0.023246
151.066,0.02116
151.067,0.0098348
151.06799999999998,0.0026822
151.06900000000002,0.011027
151.07,0.017583
151.071,0.014901
151.072,0.012219
151.07299999999998,0.016987
151.074,0.022352
151.075,0.015795
151.076,0.0038743
151.077,0.0038743
151.078,0.012517
151.079,0.0089407
151.07999999999998,-0.0032783
151.08100000000002,-0.0044703
151.082,0.0029802
151.083,0.0032783
151.084,-0.0029802
151.08499999999998,-0.0050664
151.086,-0.0017881
151.087,0.00089407
151.088,-0.0014901
151.089,-0.0056624
151.09,-0.0050664
151.091,-0.0017881
151.09199999999998,-0.0023842
151.09300000000002,-0.0056624
151.094,-0.0026822
151.095,0.0029802
151.096,0.0014901
151.09699999999998,-0.0032783
151.098,-0.0080466
151.099,-0.0062585
151.1,-0.0071526
151.101,-0.017881
151.102,-0.02414
151.103,-0.023246
151.10399999999998,-0.016987
151.10500000000002,-0.011623
151.106,-0.011325
151.107,-0.0080466
151.108,-0.0047684
151.10899999999998,-0.0065565
151.11,-0.0065565
151.111,-0.0077486
151.112,-0.011027
151.113,-0.014603
151.114,-0.020862
151.115,-0.020862
151.11599999999999,-0.017285
151.11700000000002,-0.016987
151.118,-0.017583
151.119,-0.016689
151.12,-0.012517
151.12099999999998,-0.0092387
151.122,-0.011027
151.123,-0.013709
151.124,-0.015199
151.125,-0.018775
151.126,-0.020266
151.127,-0.015497
151.128,-0.014901
151.12900000000002,-0.018179
151.13,-0.016093
151.131,-0.014305
151.132,-0.012517
151.13299999999998,-0.012219
151.13400000000001,-0.016093
151.135,-0.017285
151.136,-0.020564
151.137,-0.024736
151.138,-0.025332
151.139,-0.022948
151.14,-0.017881
151.14100000000002,-0.016689
151.142,-0.018179
151.143,-0.016391
151.144,-0.015497
151.14499999999998,-0.017285
151.14600000000002,-0.020862
151.147,-0.02563
151.148,-0.020564
151.149,-0.017583
151.15,-0.02563
151.151,-0.025034
151.152,-0.015497
151.15300000000002,-0.0077486
151.154,-0.0086427
151.155,-0.013709
151.156,-0.015795
151.15699999999998,-0.011325
151.15800000000002,-0.0086427
151.159,-0.016987
151.16,-0.015795
151.161,-0.0041723
151.162,0.00089407
151.163,-0.00089407
151.164,-0.0047684
151.16500000000002,-0.00029802
151.166,0.0074506
151.167,0.0020862
151.168,-0.0050664
151.16899999999998,-0.0047684
151.17000000000002,-0.0038743
151.171,-0.0068545
151.172,-0.011921
151.173,-0.0095367
151.174,-0.0044703
151.175,-0.0074506
151.176,-0.013113
151.17700000000002,-0.014305
151.178,-0.0077486
151.179,-0.0023842
151.18,-0.0044703
151.18099999999998,-0.0035763
151.18200000000002,-0.0032783
151.183,-0.0059605
151.184,-0.0059605
151.185,-0.0089407
151.186,-0.011921
151.187,-0.0068545
151.188,-0.0050664
151.189,-0.0074506
151.19,-0.0068545
151.191,-0.012517
151.192,-0.016689
151.19299999999998,-0.014901
151.19400000000002,-0.020564
151.195,-0.021458
151.196,-0.016987
151.197,-0.014007
151.19799999999998,-0.0089407
151.199,-0.0089407
151.2,-0.0083447
151.201,-0.0041723
151.202,-0.0038743
151.203,-0.0056624
151.204,-0.0071526
151.20499999999998,-0.0029802
151.20600000000002,0.0020862
151.207,0.0032783
151.208,0.0041723
151.209,0.0089407
151.20999999999998,0.016093
151.211,0.018477
151.212,0.014305
151.213,0.011325
151.214,0.014305
151.215,0.012815
151.216,0.0059605
151.21699999999998,0.0053644
151.21800000000002,0.011623
151.219,0.017285
151.22,0.016093
151.221,0.010729
151.22199999999998,0.015795
151.223,0.026524
151.224,0.028014
151.225,0.025034
151.226,0.023544
151.227,0.026524
151.228,0.029504
151.22899999999998,0.025928
151.23000000000002,0.026226
151.231,0.032783
151.232,0.036657
151.233,0.036061
151.23399999999998,0.033677
151.235,0.034571
151.236,0.035167
151.237,0.029802
151.238,0.024736
151.239,0.02414
151.24,0.020564
151.24099999999999,0.018477
151.24200000000002,0.021756
151.243,0.025332
151.244,0.0301
151.245,0.030398
151.24599999999998,0.026524
151.247,0.02563
151.248,0.02414
151.249,0.018775
151.25,0.015795
151.251,0.018179
151.252,0.019372
151.253,0.021756
151.25400000000002,0.022054
151.255,0.016987
151.256,0.019372
151.257,0.024736
151.25799999999998,0.02116
151.25900000000001,0.012219
151.26,0.0065565
151.261,0.0050664
151.262,0.0017881
151.263,-0.0017881
151.264,-0.0062585
151.265,-0.0056624
151.26600000000002,0.0026822
151.267,0.0056624
151.268,0.0017881
151.269,-0.0020862
151.26999999999998,-0.0014901
151.27100000000002,-0.0020862
151.272,-0.0089407
151.273,-0.014007
151.274,-0.0095367
151.275,-0.0035763
151.276,-0.0050664
151.277,-0.011921
151.27800000000002,-0.014007
151.279,-0.0077486
151.28,-0.0032783
151.281,-0.0086427
151.28199999999998,-0.019073
151.28300000000002,-0.02265
151.284,-0.022054
151.285,-0.022352
151.286,-0.02563
151.287,-0.029206
151.288,-0.026822
151.289,-0.029206
151.29000000000002,-0.033081
151.291,-0.028014
151.292,-0.02265
151.293,-0.020266
151.29399999999998,-0.021458
151.29500000000002,-0.025034
151.296,-0.023842
151.297,-0.023544
151.298,-0.026524
151.299,-0.025034
151.3,-0.015497
151.301,-0.0056624
151.30200000000002,-0.0077486
151.303,-0.014007
151.304,-0.015497
151.305,-0.014603
151.30599999999998,-0.015199
151.30700000000002,-0.022948
151.308,-0.02563
151.309,-0.021458
151.31,-0.02116
151.311,-0.02265
151.312,-0.02414
151.313,-0.021458
151.314,-0.017583
151.315,-0.016987
151.316,-0.014305
151.317,-0.013709
151.31799999999998,-0.014007
151.31900000000002,-0.014901
151.32,-0.022948
151.321,-0.025332
151.322,-0.020862
151.32299999999998,-0.018179
151.324,-0.012815
151.325,-0.014007
151.326,-0.015497
151.327,-0.011027
151.328,-0.018477
151.329,-0.023544
151.32999999999998,-0.019372
151.33100000000002,-0.023842
151.332,-0.024438
151.333,-0.021756
151.334,-0.025928
151.33499999999998,-0.025928
151.336,-0.02265
151.337,-0.018775
151.338,-0.016391
151.339,-0.01967
151.34,-0.016391
151.341,-0.012815
151.34199999999998,-0.015795
151.34300000000002,-0.014901
151.344,-0.013411
151.345,-0.015795
151.346,-0.016689
151.34699999999998,-0.014007
151.348,-0.010431
151.349,-0.0083447
151.35,-0.0095367
151.351,-0.010729
151.352,-0.0098348
151.353,-0.011325
151.35399999999998,-0.016391
151.35500000000002,-0.021458
151.356,-0.024438
151.357,-0.02563
151.358,-0.02861
151.35899999999998,-0.029206
151.36,-0.025332
151.361,-0.023544
151.362,-0.020564
151.363,-0.02116
151.364,-0.02414
151.365,-0.022948
151.36599999999999,-0.020564
151.36700000000002,-0.01967
151.368,-0.019372
151.369,-0.017583
151.37,-0.014007
151.37099999999998,-0.010729
151.372,-0.011921
151.373,-0.012815
151.374,-0.0086427
151.375,-0.0077486
151.376,-0.010431
151.377,-0.010729
151.378,-0.0074506
151.37900000000002,-0.0014901
151.38,0.0017881
151.381,0.0026822
151.382,0.0053644
151.38299999999998,0.0053644
151.38400000000001,0.0035763
151.385,0.0065565
151.386,0.010729
151.387,0.013411
151.388,0.015199
151.389,0.011027
151.39,0.0032783
151.39100000000002,-0.0029802
151.392,-0.0050664
151.393,-0.00029802
151.394,0.0026822
151.39499999999998,0.00059605
151.39600000000002,-0.0026822
151.397,-0.0032783
151.398,-0.0023842
151.399,-0.0017881
151.4,0.00029802
151.401,-0.0011921
151.402,-0.0053644
151.40300000000002,-0.0080466
151.404,-0.0092387
151.405,-0.010431
151.406,-0.011921
151.40699999999998,-0.012815
151.40800000000002,-0.014901
151.409,-0.017583
151.41,-0.017285
151.411,-0.016391
151.412,-0.017583
151.413,-0.020862
151.414,-0.02414
151.41500000000002,-0.02265
151.416,-0.020862
151.417,-0.020564
151.418,-0.016093
151.41899999999998,-0.012517
151.42000000000002,-0.014603
151.421,-0.022054
151.422,-0.030398
151.423,-0.02712
151.424,-0.02414
151.425,-0.032187
151.426,-0.033975
151.42700000000002,-0.027716
151.428,-0.022948
151.429,-0.022352
151.43,-0.02712
151.43099999999998,-0.025332
151.43200000000002,-0.020266
151.433,-0.023842
151.434,-0.029206
151.435,-0.029802
151.436,-0.02414
151.437,-0.020862
151.438,-0.025034
151.439,-0.026822
151.44,-0.019073
151.441,-0.016391
151.442,-0.028312
151.44299999999998,-0.031292
151.44400000000002,-0.025332
151.445,-0.028312
151.446,-0.029206
151.447,-0.028908
151.44799999999998,-0.02712
151.449,-0.022054
151.45,-0.022948
151.451,-0.022352
151.452,-0.020266
151.453,-0.020862
151.454,-0.022352
151.45499999999998,-0.025332
151.45600000000002,-0.024736
151.457,-0.023246
151.458,-0.025034
151.459,-0.025928
151.45999999999998,-0.025332
151.461,-0.024736
151.462,-0.022352
151.463,-0.021458
151.464,-0.020564
151.465,-0.021458
151.466,-0.02712
151.46699999999998,-0.027418
151.46800000000002,-0.028014
151.469,-0.030398
151.47,-0.02861
151.471,-0.028312
151.47199999999998,-0.026524
151.473,-0.024438
151.474,-0.024438
151.475,-0.022948
151.476,-0.023544
151.477,-0.024438
151.478,-0.02563
151.47899999999998,-0.023544
151.48000000000002,-0.019968
151.481,-0.020266
151.482,-0.023544
151.483,-0.026524
151.48399999999998,-0.024438
151.485,-0.023544
151.486,-0.023544
151.487,-0.023246
151.488,-0.026822
151.489,-0.027716
151.49,-0.027716
151.49099999999999,-0.030994
151.49200000000002,-0.033677
151.493,-0.035167
151.494,-0.035465
151.495,-0.032783
151.49599999999998,-0.028908
151.497,-0.02563
151.498,-0.022352
151.499,-0.023246
151.5,-0.023544
151.501,-0.020862
151.502,-0.021458
151.503,-0.01967
151.50400000000002,-0.017583
151.505,-0.016987
151.506,-0.013411
151.507,-0.011623
151.50799999999998,-0.013411
151.50900000000001,-0.013709
151.51,-0.011325
151.511,-0.0071526
151.512,-0.0044703
151.513,-0.0047684
151.514,-0.0029802
151.515,0.0020862
151.51600000000002,-0.00059605
151.517,-0.0074506
151.518,-0.0089407
151.519,-0.0044703
151.51999999999998,0.0
151.52100000000002,-0.00089407
151.522,-0.0014901
151.523,0.0071526
151.524,0.011921
151.525,0.0098348
151.526,0.012815
151.527,0.014603
151.52800000000002,0.015199
151.529,0.014603
151.53,0.014007
151.531,0.023246
151.53199999999998,0.02563
151.53300000000002,0.019372
151.534,0.015497
151.535,0.017285
151.536,0.023842
151.537,0.019968
151.538,0.012219
151.539,0.014305
151.54000000000002,0.018477
151.541,0.018179
151.542,0.013113
151.543,0.011921
151.54399999999998,0.020266
151.54500000000002,0.026822
151.546,0.025034
151.547,0.025034
151.548,0.028908
151.549,0.034571
151.55,0.036955
151.551,0.032783
151.55200000000002,0.032187
151.553,0.034273
151.554,0.032485
151.555,0.029802
151.55599999999998,0.028908
151.55700000000002,0.030994
151.558,0.033975
151.559,0.036061
151.56,0.036061
151.561,0.034273
151.562,0.034273
151.563,0.033379
151.564,0.029802
151.565,0.026524
151.566,0.025928
151.567,0.026822
151.56799999999998,0.02861
151.56900000000002,0.030696
151.57,0.034571
151.571,0.040829
151.572,0.040531
151.57299999999998,0.032187
151.574,0.02712
151.575,0.02861
151.576,0.028312
151.577,0.026524
151.578,0.031292
151.579,0.034273
151.57999999999998,0.035763
151.58100000000002,0.036657
151.582,0.032783
151.583,0.030696
151.584,0.028908
151.58499999999998,0.02563
151.586,0.021756
151.587,0.024736
151.588,0.029206
151.589,0.029206
151.59,0.030994
151.591,0.033975
151.59199999999998,0.039637
151.59300000000002,0.036359
151.594,0.029206
151.595,0.031888
151.596,0.033975
151.59699999999998,0.036061
151.598,0.035167
151.599,0.031292
151.6,0.036359
151.601,0.038147
151.602,0.034571
151.603,0.035167
151.60399999999998,0.035465
151.60500000000002,0.035465
151.606,0.033379
151.607,0.029206
151.608,0.027418
151.60899999999998,0.025928
151.61,0.023246
151.611,0.021756
151.612,0.022352
151.613,0.023246
151.614,0.022054
151.615,0.019372
151.61599999999999,0.02265
151.61700000000002,0.024736
151.618,0.020266
151.619,0.022352
151.62,0.023246
151.62099999999998,0.023544
151.622,0.028908
151.623,0.028312
151.624,0.02414
151.625,0.018477
151.626,0.016093
151.627,0.01967
151.628,0.017881
151.62900000000002,0.011921
151.63,0.0089407
151.631,0.013411
151.632,0.014305
151.63299999999998,0.0053644
151.63400000000001,0.00029802
151.635,0.0059605
151.636,0.0077486
151.637,-0.0020862
151.638,-0.0086427
151.639,-0.010133
151.64,-0.010133
151.64100000000002,-0.0092387
151.642,-0.016391
151.643,-0.02116
151.644,-0.019073
151.64499999999998,-0.020862
151.64600000000002,-0.02712
151.647,-0.032187
151.648,-0.030696
151.649,-0.02265
151.65,-0.017583
151.651,-0.022054
151.652,-0.026822
151.65300000000002,-0.02414
151.654,-0.027716
151.655,-0.036657
151.656,-0.040233
151.65699999999998,-0.038445
151.65800000000002,-0.034273
151.659,-0.032485
151.66,-0.033677
151.661,-0.031888
151.662,-0.028312
151.663,-0.02712
151.664,-0.027716
151.66500000000002,-0.028014
151.666,-0.02712
151.667,-0.027716
151.668,-0.030696
151.66899999999998,-0.032783
151.67000000000002,-0.03159
151.671,-0.03159
151.672,-0.037551
151.673,-0.037551
151.674,-0.032485
151.675,-0.033081
151.676,-0.035167
151.67700000000002,-0.037253
151.678,-0.037253
151.679,-0.036359
151.68,-0.037849
151.68099999999998,-0.041425
151.68200000000002,-0.040233
151.683,-0.034869
151.684,-0.035167
151.685,-0.034571
151.686,-0.033677
151.687,-0.034571
151.688,-0.035763
151.689,-0.036061
151.69,-0.034869
151.691,-0.033677
151.692,-0.030696
151.69299999999998,-0.032187
151.69400000000002,-0.037849
151.695,-0.039339
151.696,-0.038147
151.697,-0.040531
151.69799999999998,-0.045598
151.699,-0.048876
151.7,-0.04828
151.701,-0.047088
151.702,-0.052154
151.703,-0.053346
151.704,-0.050366
151.70499999999998,-0.04977
151.70600000000002,-0.04679
151.707,-0.0453
151.708,-0.041127
151.709,-0.036657
151.70999999999998,-0.036359
151.711,-0.039637
151.712,-0.041127
151.713,-0.034869
151.714,-0.033081
151.715,-0.036061
151.716,-0.036061
151.71699999999998,-0.032187
151.71800000000002,-0.030398
151.719,-0.034869
151.72,-0.037551
151.721,-0.036359
151.72199999999998,-0.032783
151.723,-0.033379
151.724,-0.041127
151.725,-0.042617
151.726,-0.037849
151.727,-0.036359
151.728,-0.035763
151.72899999999998,-0.036359
151.73000000000002,-0.032783
151.731,-0.023544
151.732,-0.025332
151.733,-0.030398
151.73399999999998,-0.02861
151.735,-0.025332
151.736,-0.02414
151.737,-0.031888
151.738,-0.035763
151.739,-0.029504
151.74,-0.02265
151.74099999999999,-0.02563
151.74200000000002,-0.033081
151.743,-0.028014
151.744,-0.02265
151.745,-0.02712
151.74599999999998,-0.031888
151.747,-0.035465
151.748,-0.0301
151.749,-0.025034
151.75,-0.030994
151.751,-0.032783
151.752,-0.026524
151.753,-0.019073
151.75400000000002,-0.019968
151.755,-0.024438
151.756,-0.01967
151.757,-0.013113
151.75799999999998,-0.0092387
151.75900000000001,-0.014007
151.76,-0.017881
151.761,-0.011325
151.762,-0.0065565
151.763,-0.0098348
151.764,-0.016987
151.765,-0.015795
151.76600000000002,-0.0080466
151.767,-0.0080466
151.768,-0.014603
151.769,-0.018477
151.76999999999998,-0.012815
151.77100000000002,-0.0071526
151.772,-0.011027
151.773,-0.014901
151.774,-0.011623
151.775,-0.0068545
151.776,-0.0047684
151.777,-0.0050664
151.77800000000002,-0.0017881
151.779,0.0029802
151.78,0.0026822
151.781,0.00059605
151.78199999999998,-0.0026822
151.78300000000002,0.00029802
151.784,0.0056624
151.785,0.0065565
151.786,0.0098348
151.787,0.012517
151.788,0.015199
151.789,0.015497
151.79000000000002,0.0056624
151.791,0.0
151.792,0.0038743
151.793,0.0044703
151.79399999999998,0.0014901
151.79500000000002,0.0020862
151.796,0.0053644
151.797,0.0083447
151.798,0.0077486
151.799,0.0044703
151.8,0.0053644
151.801,0.0092387
151.80200000000002,0.0098348
151.803,0.0098348
151.804,0.012219
151.805,0.014603
151.80599999999998,0.014007
151.80700000000002,0.014603
151.808,0.017285
151.809,0.019968
151.81,0.020862
151.811,0.018477
151.812,0.014901
151.813,0.013113
151.814,0.011325
151.815,0.0053644
151.816,-0.0020862
151.817,0.0
151.81799999999998,0.0047684
151.81900000000002,0.0041723
151.82,0.0023842
151.821,0.0050664
151.822,0.011623
151.82299999999998,0.011921
151.824,0.011623
151.825,0.015795
151.826,0.019968
151.827,0.023842
151.828,0.01967
151.829,0.016093
151.82999999999998,0.020266
151.83100000000002,0.021458
151.832,0.019372
151.833,0.021756
151.834,0.028312
151.83499999999998,0.027418
151.836,0.021458
151.837,0.018477
151.838,0.019372
151.839,0.02265
151.84,0.018775
151.841,0.012517
151.84199999999998,0.014305
151.84300000000002,0.018179
151.844,0.019372
151.845,0.016391
151.846,0.014901
151.84699999999998,0.018179
151.848,0.021756
151.849,0.021458
151.85,0.016987
151.851,0.016987
151.852,0.018775
151.853,0.011921
151.85399999999998,0.0059605
151.85500000000002,0.0056624
151.856,0.0077486
151.857,0.010729
151.858,0.0089407
151.85899999999998,0.0068545
151.86,0.010729
151.861,0.013709
151.862,0.013113
151.863,0.011623
151.864,0.0062585
151.865,0.0053644
151.86599999999999,0.0047684
151.86700000000002,-0.00029802
151.868,0.00029802
151.869,0.00089407
151.87,0.0026822
151.87099999999998,0.0032783
151.872,0.0
151.873,0.0032783
151.874,0.0044703
151.875,0.0014901
151.876,0.0
151.877,-0.0017881
151.878,0.0029802
151.87900000000002,0.0077486
151.88,0.0068545
151.881,0.0032783
151.882,0.0029802
151.88299999999998,0.0080466
151.88400000000001,0.0062585
151.885,0.00029802
151.886,-0.0035763
151.887,-0.0011921
151.888,0.0047684
151.889,0.0044703
151.89,0.0047684
151.89100000000002,0.0074506
151.892,0.0092387
151.893,0.0071526
151.894,0.0032783
151.89499999999998,0.0095367
151.89600000000002,0.018179
151.897,0.017881
151.898,0.012219
151.899,0.0080466
151.9,0.010431
151.901,0.015497
151.902,0.015795
151.90300000000002,0.015199
151.904,0.015199
151.905,0.010431
151.906,0.0071526
151.90699999999998,0.0059605
151.90800000000002,0.0062585
151.909,0.010729
151.91,0.0098348
151.911,0.0071526
151.912,0.011027
151.913,0.014007
151.914,0.016093
151.91500000000002,0.018477
151.916,0.017583
151.917,0.015497
151.918,0.015795
151.91899999999998,0.015199
151.92000000000002,0.014603
151.921,0.023544
151.922,0.033379
151.923,0.033081
151.924,0.032187
151.925,0.034571
151.926,0.037551
151.92700000000002,0.036657
151.928,0.029802
151.929,0.029802
151.93,0.033081
151.93099999999998,0.034273
151.93200000000002,0.033975
151.933,0.030994
151.934,0.033379
151.935,0.033677
151.936,0.031888
151.937,0.027716
151.938,0.021458
151.939,0.025928
151.94,0.029802
151.941,0.02861
151.942,0.029504
151.94299999999998,0.029206
151.94400000000002,0.028312
151.945,0.027418
151.946,0.02712
151.947,0.028312
151.94799999999998,0.032783
151.949,0.033379
151.95,0.025332
151.951,0.017285
151.952,0.012219
151.953,0.0074506
151.954,0.0038743
151.95499999999998,0.0020862
151.95600000000002,0.0062585
151.957,0.010431
151.958,0.0065565
151.959,0.0035763
151.95999999999998,0.0062585
151.961,0.011623
151.962,0.011623
151.963,0.0068545
151.964,0.0086427
151.965,0.014305
151.966,0.015199
151.96699999999998,0.012219
151.96800000000002,0.0095367
151.969,0.013709
151.97,0.020862
151.971,0.021756
151.97199999999998,0.02116
151.973,0.020862
151.974,0.019968
151.975,0.017285
151.976,0.0092387
151.977,0.0029802
151.978,0.0014901
151.97899999999998,-0.0011921
151.98000000000002,-0.0011921
151.981,0.0014901
151.982,0.0032783
151.983,0.0050664
151.98399999999998,0.0077486
151.985,0.0056624
151.986,0.0020862
151.987,0.0020862
151.988,-0.0047684
151.989,-0.013709
151.99,-0.0095367
151.99099999999999,-0.0038743
151.99200000000002,-0.0044703
151.993,-0.0044703
151.994,-0.0056624
151.995,-0.0053644
151.99599999999998,-0.0017881
151.997,-0.0023842
151.998,-0.0035763
151.999,-0.0038743
152.0,-0.011325
152.001,-0.02116
152.002,-0.023544
152.003,-0.02265
152.00400000000002,-0.022054
152.005,-0.020862
152.006,-0.023544
152.007,-0.027418
152.00799999999998,-0.029802
152.00900000000001,-0.031292
152.01,-0.031292
152.011,-0.029802
152.012,-0.025928
152.013,-0.024736
152.014,-0.02414
152.015,-0.022948
152.01600000000002,-0.022352
152.017,-0.019372
152.018,-0.019968
152.019,-0.023544
152.01999999999998,-0.023842
152.02100000000002,-0.023842
152.022,-0.023544
152.023,-0.025332
152.024,-0.029504
152.025,-0.02861
152.026,-0.028908
152.027,-0.032187
152.02800000000002,-0.033677
152.029,-0.030696
152.03,-0.025332
152.031,-0.026822
152.03199999999998,-0.030398
152.03300000000002,-0.034869
152.034,-0.039935
152.035,-0.039041
152.036,-0.039637
152.037,-0.035763
152.038,-0.0301
152.039,-0.031292
152.04000000000002,-0.030398
152.041,-0.030994
152.042,-0.034869
152.043,-0.036359
152.04399999999998,-0.036061
152.04500000000002,-0.040531
152.046,-0.04679
152.047,-0.047386
152.048,-0.046194
152.049,-0.045002
152.05,-0.042319
152.051,-0.037253
152.05200000000002,-0.038147
152.053,-0.042617
152.054,-0.041425
152.055,-0.040531
152.05599999999998,-0.041425
152.05700000000002,-0.039935
152.058,-0.038743
152.059,-0.039041
152.06,-0.034869
152.061,-0.02861
152.062,-0.02712
152.063,-0.023246
152.064,-0.018477
152.065,-0.014603
152.066,-0.013709
152.067,-0.017881
152.06799999999998,-0.016689
152.06900000000002,-0.014901
152.07,-0.015199
152.071,-0.016689
152.072,-0.020266
152.07299999999998,-0.017881
152.074,-0.016093
152.075,-0.016391
152.076,-0.011325
152.077,-0.0080466
152.078,-0.0095367
152.079,-0.0089407
152.07999999999998,-0.0044703
152.08100000000002,0.0
152.082,0.0020862
152.083,0.0020862
152.084,0.0026822
152.08499999999998,0.0056624
152.086,0.0023842
152.087,0.00059605
152.088,0.0029802
152.089,0.0020862
152.09,0.0020862
152.091,-0.00059605
152.09199999999998,-0.0020862
152.09300000000002,-0.00089407
152.094,-0.0020862
152.095,-0.0032783
152.096,-0.0050664
152.09699999999998,-0.0032783
152.098,-0.0017881
152.099,-0.0050664
152.1,-0.0053644
152.101,-0.0035763
152.102,-0.0011921
152.103,-0.0020862
152.10399999999998,-0.0050664
152.10500000000002,-0.0059605
152.106,-0.0050664
152.107,-0.00059605
152.108,0.0017881
152.10899999999998,0.0014901
152.11,0.0035763
152.111,0.0029802
152.112,0.0047684
152.113,0.0053644
152.114,0.0014901
152.115,-0.0029802
152.11599999999999,-0.0074506
152.11700000000002,-0.0071526
152.118,-0.0077486
152.119,-0.0050664
152.12,0.0020862
152.12099999999998,0.0023842
152.122,0.0
152.123,-0.0023842
152.124,-0.0056624
152.125,-0.0068545
152.126,-0.0035763
152.127,0.0
152.128,-0.00089407
152.12900000000002,0.0
152.13,0.0047684
152.131,0.0059605
152.132,0.0083447
152.13299999999998,0.013113
152.13400000000001,0.013709
152.135,0.014603
152.136,0.015795
152.137,0.014901
152.138,0.015497
152.139,0.018477
152.14,0.01967
152.14100000000002,0.016093
152.142,0.011921
152.143,0.0071526
152.144,0.0077486
152.14499999999998,0.0083447
152.14600000000002,0.0044703
152.147,0.0056624
152.148,0.0077486
152.149,0.0095367
152.15,0.011325
152.151,0.011027
152.152,0.011921
152.15300000000002,0.014305
152.154,0.016391
152.155,0.013411
152.156,0.0086427
152.15699999999998,0.0086427
152.15800000000002,0.013411
152.159,0.015497
152.16,0.016391
152.161,0.016391
152.162,0.010431
152.163,0.0059605
152.164,0.0020862
152.16500000000002,0.00029802
152.166,0.0029802
152.167,0.0047684
152.168,0.0068545
152.16899999999998,0.0038743
152.17000000000002,0.0023842
152.171,0.0071526
152.172,0.011325
152.173,0.014305
152.174,0.015497
152.175,0.015795
152.176,0.013709
152.17700000000002,0.011325
152.178,0.013709
152.179,0.015795
152.18,0.014901
152.18099999999998,0.017285
152.18200000000002,0.019372
152.183,0.01967
152.184,0.02414
152.185,0.02563
152.186,0.025332
152.187,0.027418
152.188,0.026524
152.189,0.023842
152.19,0.02116
152.191,0.01967
152.192,0.021458
152.19299999999998,0.021458
152.19400000000002,0.020266
152.195,0.020266
152.196,0.022352
152.197,0.027418
152.19799999999998,0.02563
152.199,0.021458
152.2,0.020266
152.201,0.020266
